0,/Library/Application Support/NewBlue/Titler Content/Resources/Library/Project Templates/Lower 3rds/Drift L3rd.nbtitle,Drift L3rd.nbtitle,Name,Duration,Name,Subtitle
956,,Title,Title 956,00:00:00;00,XefzX,XshpX
957,,Title,Title 957,00:00:00;00,XefzX,XshpX
958,,Title,Title 958,00:00:00;00,XefzX,XshpX
959,,Title,Title 959,00:00:00;00,XefzX,XshpX
960,,Title,Title 960,00:00:00;00,XefzX,XshpX
961,,Title,Title 961,00:00:00;00,XefzX,XshpX
962,,Title,Title 962,00:00:00;00,XefzX,XshpX
963,,Title,Title 963,00:00:00;00,XefzX,XshpX
964,,Title,Title 964,00:00:00;00,XefzX,XshpX
965,,Title,Title 965,00:00:00;00,XefzX,XshpX
966,,Title,Title 966,00:00:00;00,XefzX,XshpX
967,,Title,Title 967,00:00:00;00,XefzX,XshpX
968,,Title,Title 968,00:00:00;00,XefzX,XshpX
969,,Title,Title 969,00:00:00;00,XefzX,XshpX
970,,Title,Title 970,00:00:00;00,XefzX,XshpX
971,,Title,Title 971,00:00:00;00,XefzX,XshpX
972,,Title,Title 972,00:00:00;00,XefzX,XshpX
973,,Title,Title 973,00:00:00;00,XefzX,XshpX
974,,Title,Title 974,00:00:00;00,XefzX,XshpX
975,,Title,Title 975,00:00:00;00,XefzX,XshpX
976,,Title,Title 976,00:00:00;00,XefzX,XshpX
977,,Title,Title 977,00:00:00;00,XefzX,XshpX
978,,Title,Title 978,00:00:00;00,XefzX,XshpX
979,,Title,Title 979,00:00:00;00,XefzX,XshpX
980,,Title,Title 980,00:00:00;00,XefzX,XshpX
981,,Title,Title 981,00:00:00;00,XefzX,XshpX
982,,Title,Title 982,00:00:00;00,XefzX,XshpX
983,,Title,Title 983,00:00:00;00,XefzX,XshpX
984,,Title,Title 984,00:00:00;00,XefzX,XshpX
985,,Title,Title 985,00:00:00;00,XefzX,XshpX
986,,Title,Title 986,00:00:00;00,XefzX,XshpX
987,,Title,Title 987,00:00:00;00,XefzX,XshpX
988,,Title,Title 988,00:00:00;00,XefzX,XshpX
989,,Title,Title 989,00:00:00;00,XefzX,XshpX
990,,Title,Title 990,00:00:00;00,XefzX,XshpX
991,,Title,Title 991,00:00:00;00,XefzX,XshpX
992,,Title,Title 992,00:00:00;00,XefzX,XshpX
993,,Title,Title 993,00:00:00;00,XefzX,XshpX
994,,Title,Title 994,00:00:00;00,XefzX,XshpX
995,,Title,Title 995,00:00:00;00,XefzX,XshpX
996,,Title,Title 996,00:00:00;00,XefzX,XshpX
997,,Title,Title 997,00:00:00;00,XefzX,XshpX
998,,Title,Title 998,00:00:00;00,XefzX,XshpX
999,,Title,Title 999,00:00:00;00,XefzX,XshpX
1000,,Title,Title 1000,00:00:00;00,XefzX,XshpX
